Recipe ID,Recipe Title,Calories,Fat/g,Carbo/g,Protein/g,Alcohol,Vegetarian,Vegan,Gluten Free,Dairy Free,Dish Type,Ingredients,Instructions,Ready in Minutes,Image,Popular,Price Per Serving,Halal,Breakfast,Lunch,Dinner,Snack 1,Snack 2
905,Cornmeal Crusted Cod with Coconut,597.17,39.16,24.54,36.96,0.54,0,0,0,0,main course,"cod fillets,   cornmeal,   coconut,   pecans,   all-purpose flour,   paprika,   salt,   black pepper,   eggs,   vegetable oil","Preheat your oven to 400°F (200°C) and line a baking sheet with parchment paper. In a shallow bowl or dish, combine the cornmeal, shredded coconut, chopped pecans, all-purpose flour, paprika, salt, and black pepper. Mix well. Dip each cod fillet into the beaten eggs, allowing any excess to drip off. Coat the cod fillets in the cornmeal mixture, pressing gently to adhere the mixture to the fish. Heat the vegetable oil in a large skillet over medium heat. Place the coated cod fillets in the skillet and cook for about 2-3 minutes on each side, or until the coating is golden brown and crispy. Transfer the partially cooked cod fillets to the prepared baking sheet. Bake the cod fillets in the preheated oven for about 10-12 minutes, or until the fish is cooked through and flakes easily with a fork. Remove from the oven and let the cod fillets rest for a few minutes before serving. Serve the Cornmeal Crusted Cod with Pecans and Coconut hot, accompanied by your favorite side dishes.",45,https://spoonacular.com/recipeImages/1623-556x370.png,0,37.0,0,0,0,1,0,0
906,Smoked Trout Chowder,373.4,15.4,37.03,22.26,0.0,0,0,0,0,main course,"butter,   carrot,   celery,   crackers,   fresh chives,   garlic,   kosher salt,   leeks,   smoked trout,   water,   whole milk,   yukon gold potatoes","Melt the butter in a Dutch oven over medium-high heat. Add the leeks and cook for about 7 minutes, until they begin to soften. Add the celery and carrot and cook for 5 minutes more. Add the garlic and saute for about 30 seconds. Add the potatoes and water, bring the liquid to a simmer, and cook for 10 minutes. Add the trout to the pot along with the milk. Reduce the heat to medium and simmer for 30 minutes (do not boil). Season to taste with salt and pepper. Ladle in the bowls, sprinkle with chopped chives, and serve with chowder crackers.",45,https://spoonacular.com/recipeImages/1625-556x370.jpg,0,34.0,1,0,0,1,0,0
907,Swordfish Steaks With Peppercorn Butter,380.24,26.34,0.65,33.67,0.0,0,0,1,0,main course,"butter,   fresh parsley,   garlic clove,   lemon peel,   olive oil,   swordfish,   whole black pepper","Preheat oven to 400F. Mash butter, parsley, garlic, 1/2 teaspoon ground mixed peppercorns, and lemon peel in small bowl. Season to taste with salt.Heat oil in heavy large ovenproof skillet over medium-high heat. Sprinkle swordfish with salt and ground mixed peppercorns. Add swordfish to skillet. Cook until browned, about 3 minutes. Turn swordfish over and transfer to oven. Roast until just cooked through, about 10 minutes longer. Transfer swordfish to plates. Add seasoned butter to same skillet. Cook over medium-high heat, scraping up browned bits, until melted and bubbling. Pour butter sauce over swordfish and serve.",45,https://spoonacular.com/recipeImages/1626-556x370.jpg,0,4.0,1,0,0,1,0,0
908,Red Snapper Gefilte Fish,495.19,31.32,32.0,21.01,0.0,0,0,0,0,main course,"butter,   egg yolks,   fish stock,   garlic,   habanero chile,   jalapenos,   kosher salt,   lemon zest,   lime juice,   matzo meal,   orange juice,   oregano,   plum tomatoes,   water,   white onions,   whole egg","For the gefilte fish: Pulse the snapper in the robot coupe/food processor until it still has some texture. Put the snapper in a bowl over ice. Make a thick paste with the matzoh meal and water. Boil the water and add thematzoh meal. Mix thoroughly. Remove the paste from the heat and whisk in the whole eggs. Keep ice cold. Whip the butter in the robot coupe and remove. Add the paste, the egg yolk and the red snapper to the robot coupe. Pulsegently until it just comes together. Add the butter, chilies, lemon zest and salt. Pulse gently again until incorporated. Keep the mixture cold until you are ready to cook it. Bring the fish stock to a boil with some salt. It should be well seasoned and thenturn down to a simmer. Shape the gefilte fish into 2-ounce portions. About 2 inches long and 1 1/2 inches wide. Put the fish patties into the stock and cook for about25 minutes. Remove from the pot and cover with the stock. For the tomato habanero sauce: In a pan with very little oil, char the onion, garlic, tomato and habanero. Put into the blender with the lime juice, orange juice, oregano and season with salt.",60,https://spoonacular.com/recipeImages/1627-556x370.jpeg,0,33.0,1,0,0,1,0,0
909,Manhattan-Style Fish Chowder,352.91,6.58,35.17,32.97,4.12,0,0,1,0,main course,"bay leaf,   black pepper,   butter,   canned tomatoes,   carrot,   celery,   clam juice,   dry white wine,   garlic cloves,   halibut fillets,   onion,   red potato,   salt,   thyme,   tomato paste,   water","Melt butter in a Dutch oven over medium-high heat. Add onion, carrot, celery, and garlic to pan; saut 10 minutes or until lightly browned. Stir in tomato paste; cook 1 minute. Stir in wine; cook 1 minute. Add potato and next 7 ingredients (potato through bay leaf); bring to a boil. Reduce heat; simmer 30 minutes. Add fish. Cover and simmer 10 minutes or until fish flakes easily when tested with a fork. Discard bay leaf.",45,https://spoonacular.com/recipeImages/1630-556x370.jpg,0,71.0,0,0,0,1,0,0
910,Cod With Parma Ham & Asparagus,539.36,27.28,8.08,63.88,0.0,0,0,1,0,main course,"asparagus,   bouillon cube,   butter,   cod fish,   cornstarch,   dried parsley,   fresh dill,   lime,   olive oil,   prosciutto,   Salt & Pepper,   sugar,   water","Pour the water into a sauce pan, add the fish bouillon cube, sugar and juice of 1/2 or 1 lime. Trim the asparagus ends. I usually grab one stalk by both ends and bend it. Wherever it breaks is a pretty good sign of where you should cut all of them. Peel only the ends that seem thicker than the spears.Season the cod with salt, pepper and some dried parsley and wrap each piece in parma ham. Bring a large pot of lightly salted water to a boil for the asparagus.Place the lime infused fish bouillon on the stove and bring it to a boil. Add a tbsp water to the cornstarch and stir until its dissolved. Once the lime water cooks you stir in the cornstarch. Let the sauce simmer over low heat while you continue.Heat some butter or butter combined with olive oil and give the cod 3 to 4 minutes on each side until theyre fully cooked. This depends on the thickness of your fish. Carefully drop the asparagus into the boiling water, cook them for 5 to 7 minutes (without a lid!) depending on how tender or crunchy you like them, and drain them well.As soon as the cod is done you season the lime sauce with salt and pepper to taste and you finish it with a knob of butter and some finely minced dill. I serve this with boiled (Parisienne) potatoes that I tossed with some butter and finely minced dill and parsley.Now grab your plates and start with the asparagus. Place a piece of fish on top of the asparagus and place a small handful of herbed potatoes on the side of the plate. Serve the rest in a separate bowl. Pour a drop of lime sauce on top of the fish, a little over the potatoes and serve the rest on the side.",45,https://spoonacular.com/recipeImages/1632-556x370.jpg,0,67.0,1,0,0,1,0,0
911,Yellowfin Tuna with Scallions and Ginger,310.32,10.49,8.25,43.73,0.0,0,0,1,0,main course,"balsamic vinegar,   ginger,   ketchup,   olive oil,   salt and pepper,   scallions,   soy sauce,   unsalted butter,   yellowfin tuna","In a medium saucepan, heat the olive oil until a piece of scallion sizzles in it. Season the tuna pieces with salt and pepper and carefully add them to the saucepan; they should be completely immersed. Cook over low heat at a bare simmer until the tuna is just cooked through and a fork inserted in the fish comes out easily, about 7 minutes. Transfer the tuna to a plate and cover with foil to keep warm. In a small saucepan, heat 3 tablespoons of the tuna cooking oil. Add the scallions and ginger and saut over low heat until the scallions are tender, about 10 minutes. Add the balsamic vinegar and simmer for 1 minute. Stir in the soy sauce and ketchup and simmer gently for 1 minute. Remove from the heat and stir in the butter until smooth. Season the sauce with salt and pepper. Set 2 pieces of tuna on each plate. Using a slotted spoon, spread a layer of the scallions on top of the tuna. Spoon the sauce on the fish and serve.",45,https://spoonacular.com/recipeImages/1633-556x370.jpg,0,6.0,1,0,0,1,0,0
912,Sauteed Flounder With Orange-shallot Sauce,53.25,1.07,6.57,3.44,0.41,0,0,0,0,appetizer,"butter,   dijon mustard,   dry white wine,   flour,   fresh parsley,   haddock fillets,   olive oil,   orange juice,   bell pepper,   salt,   shallot","Mix flour, salt and pepper in a shallow dish. Thoroughly dredge fish fillets in the mixture.Heat oil in a large nonstick skillet over medium-high heat until shimmering but not smoking (see Tip). Add the fish and cook until lightly browned and just opaque in the center, 3 to 4 minutes per side. Transfer to a plate and cover loosely with foil.Add shallot to the pan and cook over medium-high heat, stirring often, until softened and beginning to brown, about 3 minutes. Add wine and bring to a simmer, scraping up any browned bits. Cook until most of the liquid has evaporated, 1 to 2 minutes. Add orange juice and mustard; bring to a boil. Reduce heat to low and simmer until the sauce thickens a bit, about 5 minutes. Add butter and parsley; stir until the butter has melted. Transfer fish to individual plates, top with sauce and serve.",38,https://spoonacular.com/recipeImages/1634-556x370.jpg,0,7.0,0,0,0,0,0,1
913,Tuna with Root Vegetables,310.08,15.73,13.74,28.5,0.43,0,0,1,0,main course,"ahi tuna steak,   baby spinach,   canola oil,   carrot,   flat-leaf parsley,   garlic clove,   low sodium soy sauce,   mirin,   onion,   parsnip,   salt and pepper,   unsalted butter,   water,   whole black pepper","In a medium saucepan, heat 1 tablespoon of the oil. Add the carrot, parsnip and onion and cook over moderate heat, stirring occasionally, until crisp-tender, about 3 minutes. Add the water and butter, season with salt and pepper and cook until the vegetables are tender and the liquid is nearly evaporated, about 5 minutes. Stir in the mirin, soy sauce and Szechuan peppercorns and keep warm. In a large nonstick skillet, heat the remaining 1 tablespoon of canola oil until nearly smoking. Season the tuna with salt and pepper and cook over high heat, turning once, until browned on the outside but still pink in the center, about 5 minutes. Transfer to a cutting board. Add the garlic and spinach to the skillet, season with salt and pepper and cook over high heat, stirring, just until wilted. Mound the spinach on plates. Thinly slice the tuna and arrange over the spinach. Spoon the root vegetables and any juices on top, sprinkle with the parsley and serve.",35,https://spoonacular.com/recipeImages/1635-556x370.jpg,0,4.662,0,0,0,1,0,0
914,Crispy Skin Salmon,406.23,28.19,2.58,34.87,0.0,0,0,1,0,main course,"dijon mustard,   kosher salt,   lemon juice,   lemon zest,   salmon fillet,   tarragon leaves,   unsalted butter","Sprinkle the salmon with salt and pepper. Place skin side up and rub 1 1/2 tablespoons softened butter all over the skin of the salmon. Transfer the salmon, buttered side up, to a sheet pan. Chill in the fridge to firm the butter, about 20 minutes. Preheat the broiler to high. Place the salmon about 5 inches from the heat source and cook until the skin is crispy and the fish is cooked through, 7 to 8 minutes. In a small saucepan over moderate heat, whisk together the remaining 1 1/2 tablespoons butter, lemon zest, lemon juice, mustard and tarragon leaves. Divide the sauce between 2 plates and place 1 piece of salmon on top of each pool of sauce. What Makes This Recipe Really Sing: This is the coolest way to get crispy skin on fish ever and the crispy skin is like a naturally salted and big flavored chip, so it's the best part!",37,https://spoonacular.com/recipeImages/1637-556x370.jpeg,0,4.0,1,0,0,1,0,0
915,Sautéed Tilapia with Peppercorn Sauce,257.7,11.75,14.31,23.38,0.0,0,0,0,0,main course,"black pepper,   brine,   butter,   butter,   fat-free less-sodium chicken broth,   flour,   lemon juice,   salt,   sole,   vegetable oil","Combine first 3 ingredients. Melt 1 teaspoon of butter with oil in a large nonstick skillet over low heat. While butter melts, sprinkle fish fillets with salt and black pepper. Place the flour in a shallow dish. Dredge fillets in flour; shake off excess flour. Increase heat to medium-high; heat 2 minutes or until butter turns golden brown. Add fillets to pan; saut 3 minutes on each side or until fish flakes easily when tested with a fork. Remove fillets from pan. Add broth mixture to pan, scraping to loosen browned bits. Bring to a boil; cook until reduced to 1/2 cup (about 3 minutes). Remove from heat. Stir in two teaspoons of butter with a whisk. Serve sauce over fillets. Garnish with lemon wedges, if desired.",22,https://spoonacular.com/recipeImages/1638-556x370.jpg,0,3.9661,1,0,0,1,0,0
